file	start	end	angles
src-app/desktop/ui/docs/DEFECT_TAXONOMY.md	1	137	patterns-conformance,correctness,security
src-app/desktop/ui/package.json	58	94	api-contract,correctness,patterns-conformance,perf
src-app/desktop/ui/playwright.config.ts	16	18	correctness,concurrency,patterns-conformance
src-app/desktop/ui/playwright.gallery.config.ts	1	37	correctness,concurrency,patterns-conformance
src-app/desktop/ui/plugins/vite-plugin-testid-unique.js	39	57	correctness,patterns-conformance,security,state-management
src-app/desktop/ui/scripts/affordance-audit-allowlist.json	1	4	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/affordance-audit.mjs	1	240	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/detector-acceptance.mjs	1	122	correctness,error-handling,security,patterns-conformance
src-app/desktop/ui/scripts/gallery-geometry-audit.mjs	1	1932	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/gen-crop-review-manifests.mjs	1	358	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/gen-overlay-registry.mjs	1	288	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/lint-icon-action.mjs	1	163	patterns-conformance,correctness,security
src-app/desktop/ui/scripts/lint-native-scroll.mjs	1	116	patterns-conformance,correctness,security
src-app/desktop/ui/src/dev/gallery/.gitignore	1	14	patterns-conformance,correctness,perf
src-app/desktop/ui/src/dev/gallery/__detector_fixtures__/IconActionMismatch.tsx	1	25	patterns-conformance,correctness,security
src-app/desktop/ui/src/dev/gallery/__detector_fixtures__/NativeScroll.tsx	1	14	patterns-conformance,correctness,security
src-app/desktop/ui/src/dev/gallery/__detector_fixtures__/README.md	1	20	patterns-conformance,correctness,security
src-app/desktop/ui/src/dev/gallery/geometry-allowlist.json	1	4	correctness,security,patterns-conformance
src-app/desktop/ui/src/dev/gallery/overlay-allowlist.json	1	7	correctness,security,patterns-conformance
src-app/desktop/ui/src/dev/gallery/overlay-registry.generated.json	1	25	correctness,patterns-conformance,api-contract
src-app/desktop/ui/src/dev/gallery/overlays.tsx	1	39	a11y,state-management,patterns-conformance,correctness
src-app/desktop/ui/src/dev/guardrails/detector-acceptance.test.ts	1	36	tests-quality,correctness,patterns-conformance,error-handling
src-app/desktop/ui/src/dev/guardrails/guardrail-parity.test.ts	1	92	tests-quality,correctness,patterns-conformance,error-handling
src-app/desktop/ui/src/dev/guardrails/overlay-registry.test.ts	1	49	tests-quality,correctness,patterns-conformance,error-handling
src-app/desktop/ui/tests/e2e/gallery-desktop-runtime.spec.ts	1	88	tests-quality,a11y,correctness,error-handling
