file	start	end	angles
.lifecycle/agent-core/BASE.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/DECISIONS.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/DESIGN_REFERENCE.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/DRIFT-1.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/FIX_ROUND-1.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/HUMAN_FEEDBACK.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/IMPL_NOTES.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/LEDGER.jsonl	1	100000	correctness,maintainability,security
.lifecycle/agent-core/PLAN.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/PLAN_AUDIT.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/RE_HOME_DESIGN.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/SOTA_FIDELITY.md	1	100000	correctness,maintainability,security
.lifecycle/agent-core/TESTS.md	1	100000	correctness,maintainability,security
src-app/Cargo.lock	1	100000	correctness,maintainability,security
src-app/Cargo.toml	1	100000	correctness,maintainability,security
src-app/agent-core/Cargo.toml	1	100000	correctness,maintainability,security
src-app/agent-core/src/budget.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/compaction.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/core.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/extension.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/fanout.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/lib.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/policy.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/ports.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/reviewer.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/test_fakes.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/tokens.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/src/types.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/agent-core/tests/real_llm_loop.rs	1	100000	correctness,maintainability,security
src-app/desktop/ui/openapi/openapi.json	1	100000	correctness,maintainability,security
src-app/desktop/ui/src/api-client/types.ts	1	100000	correctness,maintainability,security
src-app/server/Cargo.toml	1	100000	correctness,maintainability,security
src-app/server/src/core/repository.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/handlers.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/migrations/202607160100_agent_admin_settings.sql	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/mod.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/models.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/permissions.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/repository.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/agent/routes.rs	1	100000	correctness,maintainability,security
src-app/server/src/modules/chat/agent_host/dispatcher.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/event_sink.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/gate.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/mod.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/registry_bridge.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/resolver.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
src-app/server/src/modules/chat/agent_host/transcript.rs	1	100000	correctness,concurrency,error-handling,resource-lifecycle,security,perms,modularity,maintainability,api,simplification,dead-code
